{PERIODS};Electricity (%_elec);Space Heating (%_sh);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_river;Solar
1;1.18E-04;0.000243314;5.87E-06;0.000114155;0;0.0938;0.295731707;0.368087837;0
2;1.09E-04;0.000248138;2.35E-06;0.000114155;0;0.0968;0.300780488;0.367839696;0
3;1.07E-04;0.000246476;1.17E-06;0.000114155;0;0.1056;0.315195122;0.367610643;0
4;1.01E-04;0.000245356;1.41E-05;0.000114155;0;0.1165;0.341707317;0.367362503;0
5;9.29E-05;0.000246654;3.76E-05;0.000114155;0;0.1298;0.361292683;0.367123906;0
6;8.80E-05;0.000253887;9.40E-05;0.000114155;0;0.147;0.357609756;0.366875766;0
7;8.68E-05;0.000260615;0.0001821;0.000114155;0;0.1571;0.345731707;0.366627625;0
8;8.71E-05;0.000266209;0.000158603;0.000114155;0;0.1592;0.341365854;0.366379485;0
9;8.70E-05;0.000272212;0.000146855;0.000114155;2.70E-04;0.1447;0.343146341;0.366131344;0.000269542
10;8.53E-05;0.000276887;0.000164478;0.000114155;0.02361186;0.1183;0.327804878;0.365883204;0.02361186
11;9.12E-05;0.000266546;0.000187974;0.000114155;0.085768194;0.1233;0.302780488;0.365654151;0.085768194
12;9.87E-05;0.0002496;0.000206772;0.000114155;0.139946092;0.1462;0.301780488;0.36540601;0.139946092
13;1.08E-04;0.000231627;0.000187974;0.000114155;0.170619946;0.1666;0.306268293;0.365167414;0.170619946
14;1.16E-04;0.000220849;0.000190324;0.000114155;0.17967655;0.162;0.314658537;0.364919273;0.17967655
15;1.13E-04;0.000209055;0.000213821;0.000114155;0.162425876;0.1754;0.323365854;0.364671133;0.162425876
16;1.09E-04;0.000199884;0.00022322;0.000114155;0.114447439;0.2043;0.342804878;0.364422992;0.114447439
17;1.06E-04;0.000205478;0.00022322;0.000114155;0.049380054;0.238;0.384853659;0.364174852;0.049380054
18;1.06E-04;0.000216689;0.000164478;0.000114155;0.005336927;0.2534;0.435;0.363926711;0.005336927
19;1.14E-04;0.000235762;0.000117484;0.000114155;0.000700809;0.2587;0.474780488;0.363678571;0.000700809
20;1.19E-04;0.000237757;8.81E-05;0.000114155;5.39084E-05;0.2629;0.508829268;0.363459062;5.39084E-05
21;1.18E-04;0.000240779;5.87E-05;0.000114155;0;0.2653;0.524682927;0.363210921;0
22;1.14E-04;0.000237074;3.76E-05;0.000114155;0;0.2714;0.544878049;0.362962781;0
23;1.08E-04;0.000240569;2.35E-05;0.000114155;0;0.2786;0.565609756;0.36271464;0
24;1.15E-04;0.000240975;9.40E-06;0.000114155;0;0.2725;0.564634146;0.3624665;0
25;1.13E-04;0.000243615;5.87E-06;0.000114155;0;0.2682;0.550585366;0.362218359;0
26;1.01E-04;0.000249604;2.35E-06;0.000114155;0;0.2731;0.543463415;0.361970218;0
27;9.93E-05;0.000249006;1.17E-06;0.000114155;0;0.2805;0.545926829;0.361722078;0
28;9.42E-05;0.000248924;1.41E-05;0.000114155;0;0.2793;0.539756098;0.361502569;0
29;8.99E-05;0.000251242;3.76E-05;0.000114155;0;0.2771;0.529585366;0.361254428;0
30;8.96E-05;0.000259713;9.40E-05;0.000114155;0;0.2794;0.534243902;0.361006288;0
31;9.62E-05;0.000267557;0.0001821;0.000114155;0;0.3041;0.553243902;0.360758147;0
32;1.06E-04;0.00027416;0.000158603;0.000114155;0;0.3215;0.58497561;0.360510007;0
33;0.000115962;0.000281283;0.000146855;0.000114155;0.00032345;0.294;0.601;0.360261866;0.00032345
34;0.000120532;0.000287264;0.000164478;0.000114155;0.03115903;0.2462;0.565780488;0.360013726;0.03115903
35;0.000126155;0.000277605;0.000187974;0.000114155;0.119622642;0.2383;0.519682927;0.359765585;0.119622642
36;0.00013063;0.000260952;0.000206772;0.000114155;0.228948787;0.2707;0.478414634;0.359546076;0.228948787
37;0.000136774;0.000242792;0.000187974;0.000114155;0.308247978;0.3079;0.445926829;0.359297936;0.308247978
38;0.000141117;0.000231917;0.000190324;0.000114155;0.320700809;0.3205;0.435878049;0.359049795;0.320700809
39;0.000138139;0.000219722;0.000213821;0.000114155;0.288463612;0.3027;0.441853659;0.358801655;0.288463612
40;0.000134499;0.000210133;0.00022322;0.000114155;0.215579515;0.3239;0.460219512;0.358553514;0.215579515
41;0.000131315;0.000215915;0.00022322;0.000114155;0.110943396;0.3698;0.485926829;0.358305374;0.110943396
42;0.000130563;0.000227954;0.000164478;0.000114155;0.01671159;0.3772;0.493439024;0.358057233;0.01671159
43;0.000139253;0.000249024;0.000117484;0.000114155;0.000754717;0.3604;0.480804878;0.357809093;0.000754717
44;0.000145581;0.000252829;8.81E-05;0.000114155;5.39084E-05;0.3326;0.458926829;0.357589584;5.39084E-05
45;0.000141124;0.000258151;5.87E-05;0.000114155;0;0.3049;0.435341463;0.357341443;0
46;0.000131863;0.000256645;3.76E-05;0.000114155;0;0.2778;0.413634146;0.357093303;0
47;0.000124027;0.000263373;2.35E-05;0.000114155;0;0.2454;0.400560976;0.356845162;0
48;0.00013143;0.000267207;9.40E-06;0.000114155;0;0.2051;0.392585366;0.356597022;0
49;0.000128098;0.000273952;5.87E-06;0.000114155;0;0.1716;0.390609756;0.35644432;0
50;1.16E-04;0.000284847;2.35E-06;0.000114155;0;0.1467;0.393170732;0.35644432;0
51;1.13E-04;0.00028854;1.17E-06;0.000114155;0;0.1237;0.389682927;0.356425232;0
52;1.07E-04;0.000292568;1.41E-05;0.000114155;0;0.113;0.388317073;0.356425232;0
53;1.02E-04;0.000299345;3.76E-05;0.000114155;0;0.1074;0.395634146;0.356425232;0
54;1.00E-04;0.000313325;9.40E-05;0.000114155;0;0.1098;0.398121951;0.356425232;0
55;0.00010719;0.000326641;0.0001821;0.000114155;0;0.109;0.401878049;0.356396601;0
56;0.000118043;0.000338707;0.000158603;0.000114155;0;0.1124;0.408341463;0.356396601;0
57;0.000127386;0.000351846;0.000146855;0.000114155;3.77E-04;0.1115;0.413365854;0.356396601;0.000377358
58;0.000129955;0.000363457;0.000164478;0.000114155;0.046576819;0.112;0.392243902;0.356396601;0.046576819
59;0.00013364;0.000354486;0.000187974;0.000114155;0.188894879;0.1115;0.361268293;0.356367969;0.188894879
60;0.000135725;0.000335949;0.000206772;0.000114155;0.331967655;0.1404;0.346829268;0.356367969;0.331967655
61;0.000140289;0.00031501;0.000187974;0.000114155;0.418436658;0.1616;0.363512195;0.356367969;0.418436658
62;0.000140733;0.000302831;0.000190324;0.000114155;0.445660377;0.1751;0.401219512;0.356367969;0.445660377
63;0.000137143;0.000288143;0.000213821;0.000114155;0.410619946;0.1777;0.441292683;0.356348881;0.410619946
64;0.000133109;0.000276479;0.00022322;0.000114155;0.303989218;0.1926;0.486219512;0.356348881;0.303989218
65;0.000128796;0.000284175;0.00022322;0.000114155;0.148894879;0.2217;0.52604878;0.356348881;0.148894879
66;0.000127941;0.000298734;0.000164478;0.000114155;0.02425876;0.2431;0.538341463;0.356348881;0.02425876
67;0.00013716;0.000323673;0.000117484;0.000114155;0.001563342;0.2483;0.536512195;0.35632025;0.001563342
68;0.000144146;0.00032675;8.81E-05;0.000114155;5.39084E-05;0.2504;0.527585366;0.35632025;5.39084E-05
69;0.00013856;0.000331146;5.87E-05;0.000114155;0;0.2449;0.513878049;0.35632025;0
70;0.000129947;0.000327085;3.76E-05;0.000114155;0;0.2198;0.495463415;0.35632025;0
71;0.000121523;0.000333103;2.35E-05;0.000114155;0;0.18;0.472487805;0.356301162;0
72;0.00012915;0.000334404;9.40E-06;0.000114155;0;0.1575;0.418;0.356301162;0
73;0.000125697;0.000339191;5.87E-06;0.000114155;0;0.1476;0.375609756;0.356301162;0
74;1.14E-04;0.000348851;2.35E-06;0.000114155;0;0.1254;0.365707317;0.356301162;0
75;1.11E-04;0.000349485;1.17E-06;0.000114155;0;0.1099;0.368292683;0.35627253;0
76;1.06E-04;0.00035007;1.41E-05;0.000114155;0;0.1072;0.371780488;0.35627253;0
77;1.02E-04;0.00035327;3.76E-05;0.000114155;0;0.1104;0.377878049;0.35627253;0
78;1.01E-04;0.000364182;9.40E-05;0.000114155;0;0.1151;0.375317073;0.35627253;0
79;1.07E-04;0.000373675;0.0001821;0.000114155;0;0.1125;0.368585366;0.356243899;0
80;1.19E-04;0.000381483;0.000158603;0.000114155;0;0.1116;0.346756098;0.356243899;0
81;1.29E-04;0.000390627;0.000146855;0.000114155;4.85E-04;0.1108;0.328853659;0.356243899;0.000485175
82;0.000132167;0.000398407;0.000164478;0.000114155;0.03671159;0.1141;0.322634146;0.356243899;0.03671159
83;0.000137026;0.00038473;0.000187974;0.000114155;0.144420485;0.1247;0.302;0.356224811;0.144420485
84;0.000140073;0.000362046;0.000206772;0.000114155;0.265390836;0.1324;0.27495122;0.356224811;0.265390836
85;0.000144144;0.000337944;0.000187974;0.000114155;0.346954178;0.1402;0.267170732;0.356224811;0.346954178
86;0.000145063;0.000323916;0.000190324;0.000114155;0.385714286;0.1467;0.275756098;0.356224811;0.385714286
87;0.000140394;0.000307854;0.000213821;0.000114155;0.345336927;0.1424;0.288585366;0.356196179;0.345336927
88;0.000136099;0.000295141;0.00022322;0.000114155;0.247385445;0.1561;0.301536585;0.356196179;0.247385445
89;0.000131442;0.000303056;0.00022322;0.000114155;0.121132075;0.1925;0.328146341;0.356196179;0.121132075
90;0.000129511;0.000318101;0.000164478;0.000114155;0.021778976;0.2062;0.373634146;0.356196179;0.021778976
91;0.000137252;0.000343737;0.000117484;0.000114155;0.000754717;0.2127;0.405878049;0.356177092;0.000754717
92;0.000142853;0.000345881;8.81E-05;0.000114155;5.39084E-05;0.2131;0.413804878;0.356177092;5.39084E-05
93;0.000136794;0.000349291;5.87E-05;0.000114155;0;0.2097;0.403609756;0.356177092;0
94;0.000128113;0.000343701;3.76E-05;0.000114155;0;0.205;0.383829268;0.356177092;0
95;0.000121513;0.000348824;2.35E-05;0.000114155;0;0.1935;0.366878049;0.35614846;0
96;0.00012837;0.000348874;9.40E-06;0.000114155;0;0.1717;0.348146341;0.35614846;0
97;1.25E-04;0.000352245;5.87E-06;0.000114155;0;0.1526;0.326219512;0.35614846;0
98;1.13E-04;0.000360692;2.35E-06;0.000114155;0;0.1444;0.304243902;0.35614846;0
99;1.10E-04;0.000359795;1.17E-06;0.000114155;0;0.1484;0.289487805;0.356119828;0
100;1.03E-04;0.000358761;1.41E-05;0.000114155;0;0.1556;0.282609756;0.356119828;0
101;9.74E-05;0.000360444;3.76E-05;0.000114155;0;0.1639;0.281585366;0.356119828;0
102;9.42E-05;0.000369961;9.40E-05;0.000114155;0;0.1811;0.285170732;0.356119828;0
103;9.59E-05;0.000378057;0.0001821;0.000114155;0;0.1951;0.292487805;0.356100741;0
104;1.00E-04;0.000384254;0.000158603;0.000114155;0;0.2069;0.302219512;0.356100741;0
105;1.05E-04;0.000391616;0.000146855;0.000114155;5.39E-04;0.2001;0.303731707;0.356100741;0.000539084
106;1.09E-04;0.000397347;0.000164478;0.000114155;0.032991914;0.1791;0.288560976;0.356100741;0.032991914
107;0.000116762;0.00038161;0.000187974;0.000114155;0.144043127;0.1913;0.267365854;0.356072109;0.144043127
108;0.000122004;0.00035734;0.000206772;0.000114155;0.25638814;0.2122;0.25702439;0.356072109;0.25638814
109;0.000128619;0.000331992;0.000187974;0.000114155;0.315687332;0.2257;0.259926829;0.356072109;0.315687332
110;0.000134569;0.00031709;0.000190324;0.000114155;0.322156334;0.2277;0.273365854;0.356072109;0.322156334
111;0.000130022;0.000300458;0.000213821;0.000114155;0.294609164;0.2312;0.286804878;0.356072109;0.294609164
112;0.00012545;0.000287317;0.00022322;0.000114155;0.224097035;0.2542;0.302658537;0.356053021;0.224097035
113;0.000120863;0.000294233;0.00022322;0.000114155;0.109110512;0.2751;0.322390244;0.356053021;0.109110512
114;0.000119087;0.000307548;0.000164478;0.000114155;0.017250674;0.2795;0.333804878;0.356053021;0.017250674
115;0.000125248;0.000330734;0.000117484;0.000114155;0.0006469;0.2694;0.337146341;0.356053021;0.0006469
116;0.000131068;0.000331064;8.81E-05;0.000114155;5.39084E-05;0.2589;0.339195122;0.35602439;5.39084E-05
117;0.000127767;0.000332711;5.87E-05;0.000114155;0;0.2449;0.339878049;0.35602439;0
118;0.00012113;0.000325815;3.76E-05;0.000114155;0;0.2233;0.338634146;0.35602439;0
119;0.000116064;0.000329009;2.35E-05;0.000114155;0;0.2085;0.341902439;0.35602439;0
120;0.000123723;0.000327563;9.40E-06;0.000114155;0;0.2013;0.35497561;0.356005302;0
121;1.22E-04;0.00032952;5.87E-06;0.000114155;0;0.1916;0.368756098;0.356005302;0
122;1.11E-04;0.000336174;2.35E-06;0.000114155;0;0.177;0.369195122;0.356005302;0
123;1.08E-04;0.000333994;1.17E-06;0.000114155;0;0.1684;0.359073171;0.356005302;0
124;1.02E-04;0.000331756;1.41E-05;0.000114155;0;0.1655;0.356682927;0.35597667;0
125;9.52E-05;0.000332387;3.76E-05;0.000114155;0;0.1629;0.349243902;0.35597667;0
126;9.03E-05;0.000340438;9.40E-05;0.000114155;0;0.1563;0.334097561;0.35597667;0
127;9.06785E-05;0.000347269;0.0001821;0.000114155;0;0.1477;0.31297561;0.35597667;0
128;9.28436E-05;0.000352547;0.000158603;0.000114155;0;0.1411;0.29895122;0.355948039;0
129;9.60103E-05;0.00035886;0.000146855;0.000114155;2.70E-04;0.1221;0.291414634;0.355948039;0.000269542
130;9.88855E-05;0.000363695;0.000164478;0.000114155;0.024959569;0.1045;0.281682927;0.355948039;0.024959569
131;0.000108817;0.000349385;0.000187974;0.000114155;0.095363881;0.1045;0.264;0.355948039;0.095363881
132;0.000117985;0.000327409;0.000206772;0.000114155;0.163504043;0.1107;0.266902439;0.355928951;0.163504043
133;0.000126736;0.000304422;0.000187974;0.000114155;0.193908356;0.1152;0.27795122;0.355928951;0.193908356
134;0.000134409;0.00029078;0.000190324;0.000114155;0.200808625;0.1128;0.284780488;0.355928951;0.200808625
135;0.000127473;0.000275403;0.000213821;0.000114155;0.174770889;0.1022;0.292853659;0.355928951;0.174770889
136;0.000122774;0.000263355;0.00022322;0.000114155;0.120700809;0.1134;0.322146341;0.355900319;0.120700809
137;0.000118279;0.000270025;0.00022322;0.000114155;0.052884097;0.1336;0.357878049;0.355900319;0.052884097
138;0.000116045;0.00028334;0.000164478;0.000114155;0.005606469;0.1396;0.381219512;0.355900319;0.005606469
139;0.000124022;0.000306133;0.000117484;0.000114155;0.00032345;0.136;0.389097561;0.355900319;0.00032345
140;0.000132493;0.00030764;8.81E-05;0.000114155;0;0.1313;0.385878049;0.355881232;0
141;0.000131058;0.000310302;5.87E-05;0.000114155;0;0.1231;0.378780488;0.355881232;0
142;0.00012551;0.000304739;3.76E-05;0.000114155;0;0.1109;0.368268293;0.355881232;0
143;0.000117375;0.000308438;2.35E-05;0.000114155;0;0.0981;0.357878049;0.355881232;0
144;0.00012405;0.000307698;9.40E-06;0.000114155;0;0.0884;0.345707317;0.3558526;0
145;0.000121217;0.000309945;5.87E-06;0.000114155;0;0.0819;0.329195122;0.3558526;0
146;1.10E-04;0.000316566;2.35E-06;0.000114155;0;0.0743;0.309487805;0.3558526;0
147;1.08E-04;0.00031495;1.17E-06;0.000114155;0;0.0685;0.281658537;0.3558526;0
148;1.03E-04;0.000313401;1.41E-05;0.000114155;0;0.0638;0.262292683;0.355823969;0
149;9.82E-05;0.000314421;3.76E-05;0.000114155;0;0.0614;0.264658537;0.355823969;0
150;9.80E-05;0.000322557;9.40E-05;0.000114155;0;0.0611;0.287487805;0.355823969;0
151;0.000107713;0.000329573;0.0001821;0.000114155;0;0.0628;0.317219512;0.355823969;0
152;0.000124309;0.000334924;0.000158603;0.000114155;0;0.0664;0.347609756;0.355804881;0
153;0.000136664;0.000341231;0.000146855;0.000114155;3.23E-04;0.0709;0.374731707;0.355804881;0.00032345
154;0.000137055;0.000346091;0.000164478;0.000114155;0.022641509;0.0749;0.396926829;0.355804881;0.022641509
155;0.000140235;0.000332162;0.000187974;0.000114155;0.084851752;0.073;0.414658537;0.355804881;0.084851752
156;0.00014377;0.000310391;0.000206772;0.000114155;0.143234501;0.08;0.449414634;0.355776249;0.143234501
157;0.000150084;0.000287362;0.000187974;0.000114155;0.182641509;0.0965;0.489560976;0.355776249;0.182641509
158;0.000152413;0.000273134;0.000190324;0.000114155;0.198436658;0.1128;0.510902439;0.355776249;0.198436658
159;0.000150133;0.000257375;0.000213821;0.000114155;0.179568733;0.1365;0.530146341;0.355776249;0.179568733
160;0.000147358;0.000244673;0.00022322;0.000114155;0.130134771;0.1839;0.568414634;0.355757161;0.130134771
161;0.000144211;0.000249439;0.00022322;0.000114155;0.058328841;0.2361;0.602829268;0.355757161;0.058328841
162;0.000142676;0.000260358;0.000164478;0.000114155;0.006792453;0.2742;0.626926829;0.355757161;0.006792453
163;0.000149137;0.000280321;0.000117484;0.000114155;0.000377358;0.2933;0.64604878;0.355757161;0.000377358
164;0.000156158;0.000280598;8.81E-05;0.000114155;0;0.318;0.659121951;0.35572853;0
165;0.000147403;0.0002821;5.87E-05;0.000114155;0;0.3583;0.663439024;0.35572853;0
166;0.000136953;0.00027603;3.76E-05;0.000114155;0;0.4055;0.662097561;0.35572853;0
167;0.00012775;0.000278476;2.35E-05;0.000114155;0;0.4603;0.673146341;0.35572853;0
168;0.000134006;0.000277293;9.40E-06;0.000114155;0;0.4874;0.684170732;0.355699898;0
169;0.000130064;0.000278781;5.87E-06;0.000114155;0;0.5017;0.697439024;0.355699898;0
170;0.000117681;0.000284001;2.35E-06;0.000114155;0;0.5248;0.713195122;0.355699898;0
171;1.15E-04;0.000281656;1.17E-06;0.000114155;0;0.5303;0.72302439;0.355699898;0
172;1.10E-04;0.000279482;1.41E-05;0.000114155;0;0.5183;0.739414634;0.355680811;0
173;1.04E-04;0.000279652;3.76E-05;0.000114155;0;0.477;0.736682927;0.355680811;0
174;0.000103908;0.00028627;9.40E-05;0.000114155;0;0.4377;0.734804878;0.355680811;0
175;0.0001122;0.000291994;0.0001821;0.000114155;0;0.4053;0.731634146;0.355680811;0
176;0.000130087;0.000296315;0.000158603;0.000114155;0;0.3716;0.741853659;0.355652179;0
177;0.000141097;0.000301144;0.000146855;0.000114155;0.000431267;0.3308;0.751536585;0.355652179;0.000431267
178;0.000141423;0.00030458;0.000164478;0.000114155;0.018059299;0.3165;0.753487805;0.355652179;0.018059299
179;0.000143227;0.000291577;0.000187974;0.000114155;0.060485175;0.3649;0.751878049;0.355652179;0.060485175
180;0.000146229;0.000271627;0.000206772;0.000114155;0.12032345;0.4182;0.760121951;0.355633091;0.12032345
181;0.000150495;0.000250667;0.000187974;0.000114155;0.147493261;0.454;0.746268293;0.355633091;0.147493261
182;0.000152393;0.00023757;0.000190324;0.000114155;0.154716981;0.4897;0.733463415;0.355633091;0.154716981
183;0.000150771;0.000223335;0.000213821;0.000114155;0.145714286;0.4915;0.696463415;0.355633091;0.145714286
184;0.000147946;0.000211903;0.00022322;0.000114155;0.099514825;0.4863;0.663170732;0.35560446;0.099514825
185;0.000144211;0.000215806;0.00022322;0.000114155;0.050943396;0.4823;0.660658537;0.35560446;0.050943396
186;0.00014299;0.000225508;0.000164478;0.000114155;0.007708895;0.4738;0.664292683;0.35560446;0.007708895
187;0.000151434;0.000243457;0.000117484;0.000114155;0.000377358;0.4628;0.659585366;0.35560446;0.000377358
188;0.000158296;0.000244086;8.81E-05;0.000114155;0;0.4467;0.649902439;0.355575828;0
189;0.000150848;0.000245963;5.87E-05;0.000114155;0;0.4237;0.62604878;0.355575828;0
190;0.00014083;0.000241245;3.76E-05;0.000114155;0;0.4173;0.613097561;0.355575828;0
191;0.000132065;0.000244162;2.35E-05;0.000114155;0;0.4111;0.603853659;0.355575828;0
192;0.000137858;0.000244322;9.40E-06;0.000114155;0;0.4229;0.608878049;0.355575828;0
193;0.000134315;0.000247098;5.87E-06;0.000114155;0;0.4472;0.633365854;0.35555674;0
194;1.22E-04;0.000253438;2.35E-06;0.000114155;0;0.4601;0.651341463;0.35555674;0
195;1.19E-04;0.000253264;1.17E-06;0.000114155;0;0.4758;0.670219512;0.35555674;0
196;1.14E-04;0.000253737;1.41E-05;0.000114155;0;0.4855;0.689780488;0.35555674;0
197;1.09E-04;0.000256884;3.76E-05;0.000114155;0;0.4708;0.704073171;0.355528109;0
198;0.000108493;0.000266501;9.40E-05;0.000114155;0;0.4611;0.714878049;0.355528109;0
199;0.000116727;0.000275758;0.0001821;0.000114155;0;0.463;0.722560976;0.355528109;0
200;0.000132374;0.000284021;0.000158603;0.000114155;0;0.4509;0.73697561;0.355528109;0
201;0.000144331;0.000292874;0.000146855;0.000114155;3.77E-04;0.4277;0.755463415;0.355509021;0.000377358
202;0.00014585;0.000300724;0.000164478;0.000114155;0.027601078;0.4183;0.754097561;0.355509021;0.027601078
203;0.000148165;0.000292151;0.000187974;0.000114155;0.121671159;0.4682;0.74;0.355509021;0.121671159
204;0.000149401;0.000275994;0.000206772;0.000114155;0.220754717;0.5421;0.749097561;0.355509021;0.220754717
205;0.0001534;0.000258223;0.000187974;0.000114155;0.296226415;0.5557;0.739439024;0.355480389;0.296226415
206;0.000154718;0.000248165;0.000190324;0.000114155;0.2993531;0.5149;0.756219512;0.355480389;0.2993531
207;0.000153151;0.000236561;0.000213821;0.000114155;0.238598383;0.4428;0.769463415;0.355480389;0.238598383
208;0.00015043;0.000227738;0.00022322;0.000114155;0.16490566;0.4428;0.775121951;0.355480389;0.16490566
209;0.000146394;0.000235419;0.00022322;0.000114155;0.075956873;0.4527;0.792560976;0.355451758;0.075956873
210;0.00014539;0.000249497;0.000164478;0.000114155;0.010188679;0.4435;0.798170732;0.355451758;0.010188679
211;0.000152635;0.000272792;0.000117484;0.000114155;0.000377358;0.4356;0.796853659;0.355451758;0.000377358
212;0.000160341;0.000277186;8.81E-05;0.000114155;0;0.424;0.797926829;0.355451758;0
213;0.000153305;0.000282823;5.87E-05;0.000114155;0;0.3896;0.781585366;0.35543267;0
214;0.000141812;0.000280808;3.76E-05;0.000114155;0;0.3595;0.771560976;0.35543267;0
215;0.000132982;0.000287451;2.35E-05;0.000114155;0;0.3287;0.759;0.35543267;0
216;0.00013863;0.000290218;9.40E-06;0.000114155;0;0.3164;0.749268293;0.35543267;0
217;0.000134843;0.000295924;5.87E-06;0.000114155;0;0.2984;0.729341463;0.355356319;0
218;0.000122674;0.000305944;2.35E-06;0.000114155;0;0.277;0.684;0.355203617;0
219;1.20E-04;0.000308155;1.17E-06;0.000114155;0;0.253;0.657585366;0.355031828;0
220;1.15E-04;0.000310585;1.41E-05;0.000114155;0;0.2368;0.622365854;0.35488867;0
221;1.09E-04;0.000315764;3.76E-05;0.000114155;0;0.2191;0.583780488;0.35471688;0
222;0.000108413;0.000328236;9.40E-05;0.000114155;0;0.2049;0.558146341;0.354564178;0
223;0.000116792;0.000339818;0.0001821;0.000114155;0;0.1789;0.532512195;0.354411476;0
224;0.00013497;0.000349931;0.000158603;0.000114155;0;0.1545;0.513731707;0.354239687;0
225;0.000146488;0.000361377;0.000146855;0.000114155;3.23E-04;0.1362;0.485219512;0.354096529;0.00032345
226;0.000146361;0.000371338;0.000164478;0.000114155;0.037088949;0.1249;0.434609756;0.353924739;0.037088949
227;0.000147049;0.000360781;0.000187974;0.000114155;0.149110512;0.1299;0.394195122;0.353772037;0.149110512
228;0.00014816;0.000341141;0.000206772;0.000114155;0.2606469;0.147;0.372707317;0.353600248;0.2606469
229;0.000151636;0.000319567;0.000187974;0.000114155;0.331105121;0.1633;0.354756098;0.353447546;0.331105121
230;0.000152082;0.000307137;0.000190324;0.000114155;0.330134771;0.1741;0.351195122;0.353304388;0.330134771
231;0.000149503;0.000292467;0.000213821;0.000114155;0.302210243;0.1719;0.361121951;0.353132598;0.302210243
232;0.000146142;0.000280812;0.00022322;0.000114155;0.234609164;0.1755;0.380463415;0.352979896;0.234609164
233;0.000143274;0.000288797;0.00022322;0.000114155;0.120592992;0.1931;0.40097561;0.352808107;0.120592992
234;0.000141371;0.000303567;0.000164478;0.000114155;0.022857143;0.1956;0.405804878;0.352655405;0.022857143
235;0.000150098;0.000328785;0.000117484;0.000114155;0.000592992;0.186;0.406707317;0.352483615;0.000592992
236;0.000158293;0.00033155;8.81E-05;0.000114155;0;0.1674;0.401463415;0.352330913;0
237;0.000149819;0.000335719;5.87E-05;0.000114155;0;0.138;0.385731707;0.352187755;0
238;0.000138583;0.000331303;3.76E-05;0.000114155;0;0.1111;0.361707317;0.352015966;0
239;0.000127692;0.000337223;2.35E-05;0.000114155;0;0.0877;0.337;0.351863264;0
240;0.000134048;0.000338526;9.40E-06;0.000114155;0;0.072;0.321195122;0.351691474;0
241;0.000130585;0.000343259;5.87E-06;0.000114155;0;0.0628;0.320512195;0.351538773;0
242;0.000117587;0.000353038;2.35E-06;0.000114155;0;0.0591;0.335439024;0.351395615;0
243;1.15E-04;0.000353803;1.17E-06;0.000114155;0;0.0596;0.359609756;0.351223825;0
244;1.10E-04;0.00035445;1.41E-05;0.000114155;0;0.0659;0.394219512;0.351071123;0
245;1.05E-04;0.000357755;3.76E-05;0.000114155;0;0.0764;0.430658537;0.350899334;0
246;1.04E-04;0.000368924;9.40E-05;0.000114155;0;0.0914;0.455439024;0.350746632;0
247;1.12E-04;0.000378439;0.0001821;0.000114155;0;0.1092;0.462853659;0.350574842;0
248;1.29E-04;0.000386093;0.000158603;0.000114155;0;0.1254;0.458317073;0.350431684;0
249;0.000139821;0.000394948;0.000146855;0.000114155;4.31E-04;0.1225;0.448780488;0.350278982;0.000431267
250;0.000138767;0.000402156;0.000164478;0.000114155;0.036927224;0.1166;0.405268293;0.350107193;0.036927224
251;0.000141034;0.000387403;0.000187974;0.000114155;0.142102426;0.112;0.347487805;0.349954491;0.142102426
252;0.000143157;0.000363593;0.000206772;0.000114155;0.246037736;0.1173;0.321756098;0.349782701;0.246037736
253;0.000147026;0.000338296;0.000187974;0.000114155;0.307331536;0.1257;0.310487805;0.349639543;0.307331536
254;0.000147806;0.000323117;0.000190324;0.000114155;0.320161725;0.1292;0.295780488;0.349467754;0.320161725
255;0.000144288;0.000305825;0.000213821;0.000114155;0.286199461;0.1335;0.276292683;0.349315052;0.286199461
256;0.00014086;0.000291976;0.00022322;0.000114155;0.205121294;0.1659;0.268902439;0.34916235;0.205121294
257;0.000136425;0.000298488;0.00022322;0.000114155;0.093962264;0.2039;0.267439024;0.34899056;0.093962264
258;0.000133682;0.000311748;0.000164478;0.000114155;0.015309973;0.2164;0.266756098;0.348847402;0.015309973
259;0.000140952;0.000335087;0.000117484;0.000114155;0.000431267;0.2346;0.272926829;0.348666069;0.000431267
260;0.000146279;0.000335395;8.81E-05;0.000114155;0;0.2405;0.283609756;0.348522911;0
261;0.000139843;0.000336895;5.87E-05;0.000114155;0;0.2358;0.305;0.348370209;0
262;0.00013059;0.000329638;3.76E-05;0.000114155;0;0.2154;0.325097561;0.348198419;0
263;0.000122836;0.000332307;2.35E-05;0.000114155;0;0.1955;0.335341463;0.348055261;0
264;0.000130269;0.000330017;9.40E-06;0.000114155;0;0.1733;0.345073171;0.347873928;0
265;0.000126038;0.000330856;5.87E-06;0.000114155;0;0.1552;0.350292683;0.34773077;0
266;1.14E-04;0.00033619;2.35E-06;0.000114155;0;0.1409;0.35002439;0.34755898;0
267;1.12E-04;0.000332496;1.17E-06;0.000114155;0;0.1297;0.365243902;0.347406278;0
268;1.05E-04;0.00032862;1.41E-05;0.000114155;0;0.1378;0.397097561;0.34726312;0
269;9.95E-05;0.000327319;3.76E-05;0.000114155;0;0.1576;0.451756098;0.347081787;0
270;9.65E-05;0.000333222;9.40E-05;0.000114155;0;0.1814;0.508365854;0.346938629;0
